Time,Temperature(c),Humidity(%),Air Quality(μg/m3)
03-23-2023_15:50:50,16.7,71.0,85.9013745536668
03-23-2023_15:51:00,16.6,70.9,78.4848982207709
03-23-2023_15:51:11,16.7,71.0,79.4411774040956
03-23-2023_15:51:21,16.7,71.0,89.38648091067233
03-23-2023_15:51:32,16.7,71.0,110.40337229529712
03-23-2023_15:51:42,16.6,70.9,109.2770879238258
03-23-2023_15:51:53,16.7,71.0,94.65664174321726
03-23-2023_15:52:03,16.7,71.1,110.40337229529712
03-23-2023_15:52:14,16.7,71.2,101.83936094241157
03-23-2023_15:52:25,16.6,71.0,92.5953288369396
03-23-2023_15:52:38,16.6,71.0,108.29955809198279
03-23-2023_15:52:48,16.7,71.0,78.61240211188087
03-23-2023_15:52:59,16.6,71.0,79.50492934965057
03-23-2023_15:53:09,16.6,71.2,109.34083986938079
03-23-2023_15:53:20,16.7,71.2,98.22675069429611
03-23-2023_15:53:30,16.7,71.3,129.4227027191992
03-23-2023_15:53:41,16.7,71.2,78.67615405743585
03-23-2023_15:53:51,16.6,71.0,127.97765861995299
03-23-2023_15:54:02,16.7,71.1,127.72265083773308
03-23-2023_15:54:15,16.6,71.2,112.97470076601458
03-23-2023_15:54:28,16.6,71.3,91.49029511398663
03-23-2023_15:54:44,16.6,71.2,128.67893002105777
03-23-2023_15:54:54,16.6,71.3,115.56727988525041
03-23-2023_15:55:05,16.6,71.3,128.38142094180122
03-23-2023_15:55:15,16.6,71.4,78.54865016632588
03-23-2023_15:55:26,16.7,71.5,129.3589507736442
03-23-2023_15:55:36,16.6,71.5,78.33614368114263
03-23-2023_15:55:47,16.6,71.5,128.89143650624104
03-23-2023_15:55:58,16.6,71.3,101.09558824427017
03-23-2023_15:56:08,16.7,71.4,128.7639326151311
03-23-2023_15:56:19,16.6,71.3,99.90555192724389
03-23-2023_15:56:29,16.6,71.4,78.44239692373425
03-23-2023_15:56:40,16.6,71.5,92.76533402508623
03-23-2023_15:56:50,16.6,71.5,129.3589507736442
03-23-2023_15:57:01,16.6,71.6,88.55770561845759
03-23-2023_15:57:11,16.6,71.8,78.35739432966095
03-23-2023_15:57:22,16.6,71.6,80.05744621112706
03-23-2023_15:57:32,16.6,71.6,97.63173253578297
03-23-2023_15:57:43,16.7,71.6,128.95518845179603
03-23-2023_15:57:54,16.6,71.5,78.25114108706931
03-23-2023_15:58:04,16.6,71.5,128.7639326151311
03-23-2023_15:58:15,16.6,71.6,94.52913785210731
03-23-2023_15:58:25,16.6,71.6,80.31245399334698
03-23-2023_15:58:36,16.6,71.7,78.29364238410596
03-23-2023_15:58:46,16.6,71.8,94.99665211951049
03-23-2023_15:58:57,16.6,71.7,128.10516251106296
03-23-2023_15:59:07,16.6,71.8,129.1039429914243
03-23-2023_15:59:18,16.6,71.7,99.65054414502397
03-23-2023_15:59:28,16.6,71.8,81.5449916074099
03-23-2023_15:59:39,16.6,71.9,94.50788720358898
03-23-2023_15:59:50,16.6,71.8,78.42114627521592
03-23-2023_16:00:00,16.6,71.8,119.92366283150731
03-23-2023_16:00:11,16.6,71.9,129.74146244697408
03-23-2023_16:00:21,16.6,71.8,101.88186223944824
03-23-2023_16:00:32,16.6,71.5,78.95241248817409
03-23-2023_16:00:45,16.6,71.5,80.52496047853023
03-23-2023_16:00:55,16.6,71.5,80.03619556260874
03-23-2023_16:01:06,16.6,71.3,79.29242286446731
03-23-2023_16:01:16,16.6,71.2,127.78640278328807
03-23-2023_16:01:27,16.6,71.4,107.32202826013977
03-23-2023_16:01:37,16.6,71.4,91.89405743583484
03-23-2023_16:01:48,16.6,71.3,88.64270821253092
03-23-2023_16:01:59,16.5,71.3,79.99369426557207
03-23-2023_16:02:09,16.5,71.4,126.95762749107335
03-23-2023_16:02:22,16.5,71.3,129.14644428846094
03-23-2023_16:02:33,16.5,71.4,126.68136906033509
03-23-2023_16:02:43,16.5,71.3,80.14244880520036
03-23-2023_16:02:56,16.5,71.4,79.05866573076571
03-23-2023_16:03:07,16.5,71.5,89.93899777214881
03-23-2023_16:03:17,16.5,71.6,111.33840083010348
03-23-2023_16:03:28,16.5,71.5,122.60124454481642
03-23-2023_16:03:39,16.5,71.6,127.29763786736656
03-23-2023_16:03:49,16.5,71.6,129.018940397351
03-23-2023_16:04:00,16.5,71.5,123.0475081637013
03-23-2023_16:04:10,16.5,71.1,79.6961851863155
03-23-2023_16:04:21,16.6,72.0,91.68155095065158
03-23-2023_16:04:31,16.6,72.0,128.3601702932829
03-23-2023_16:04:42,16.7,73.1,128.67893002105777
03-23-2023_16:04:55,16.7,73.1,128.99768974883267
03-23-2023_16:05:05,16.9,72.9,78.5699008148442
03-23-2023_16:05:19,16.9,72.9,127.23388592181158
03-23-2023_16:05:29,17.0,72.3,112.99595141453291
03-23-2023_16:05:42,17.0,72.2,92.76533402508623
03-23-2023_16:05:53,17.1,71.8,85.92262520218513
03-23-2023_16:06:03,17.1,71.3,86.26263557847834
03-23-2023_16:06:14,17.2,71.2,79.46242805261392
03-23-2023_16:06:24,17.2,70.6,81.226231879635
03-23-2023_16:06:35,17.3,70.5,128.041410565508
03-23-2023_16:06:45,17.3,70.5,128.2114157536546
03-23-2023_16:06:56,17.4,70.6,120.15741996520892
03-23-2023_16:07:07,17.5,69.3,79.14366832483903
03-23-2023_16:07:20,17.5,69.5,103.45441022980438
03-23-2023_16:07:30,17.5,69.2,79.37742545854061
03-23-2023_16:07:41,17.6,68.9,117.39483565782649
03-23-2023_16:07:51,17.6,68.7,96.97296243171485
03-23-2023_16:08:02,17.7,68.5,79.82368907742546
03-23-2023_16:08:12,17.7,68.3,80.92872280037842
03-23-2023_16:08:23,17.8,68.0,127.51014435254983
03-23-2023_16:08:36,17.8,67.9,112.37968260750146
03-23-2023_16:08:47,17.9,67.8,92.17031586657309
03-23-2023_16:08:57,17.9,67.5,78.73990600299082
03-23-2023_16:09:08,17.9,67.3,78.37864497817928
03-23-2023_16:09:18,17.9,67.2,78.35739432966095
03-23-2023_16:09:29,18.0,66.7,81.24748252815334
03-23-2023_16:09:39,18.0,66.5,78.69740470595417
03-23-2023_16:09:50,18.1,66.4,78.67615405743585
03-23-2023_16:10:00,18.1,66.0,128.041410565508
03-23-2023_16:10:16,18.1,65.9,127.57389629810481
03-23-2023_16:10:27,18.1,65.7,128.38142094180122
03-23-2023_16:10:37,18.2,65.5,128.5514261299478
03-23-2023_16:10:48,18.2,65.3,128.87018585772273
03-23-2023_16:11:01,18.2,65.3,80.50370983001191
03-23-2023_16:11:11,18.3,65.4,80.71621631519517
03-23-2023_16:11:22,18.3,65.4,88.28144718771937
03-23-2023_16:11:32,18.3,65.4,79.18616962187568
03-23-2023_16:11:43,18.4,65.5,128.14766380809965
03-23-2023_16:11:53,18.4,65.5,127.29763786736656
03-23-2023_16:12:04,18.4,65.5,127.85015472884305
03-23-2023_16:12:15,18.4,65.5,122.68624713888974
03-23-2023_16:12:25,18.5,65.6,122.57999389629812
03-23-2023_16:12:36,18.5,65.6,79.37742545854061
03-23-2023_16:12:46,18.5,65.5,128.5514261299478
03-23-2023_16:12:57,18.5,64.8,128.1264131595813
03-23-2023_16:13:07,18.6,64.8,127.36138981292153
03-23-2023_16:13:18,18.6,64.7,127.00012878811
03-23-2023_16:13:28,18.6,64.4,127.10638203070164
03-23-2023_16:13:39,18.6,64.3,127.36138981292153
03-23-2023_16:13:49,18.6,64.2,128.5301754814295
03-23-2023_16:14:00,18.7,64.2,128.67893002105777
03-23-2023_16:14:13,18.7,64.1,79.03741508224739
03-23-2023_16:14:24,18.7,64.0,79.97244361705376
03-23-2023_16:14:34,18.7,63.8,112.03967223120823
03-23-2023_16:14:45,18.7,63.6,90.85277565843685
03-23-2023_16:14:55,18.8,63.6,83.7125577562792
03-23-2023_16:15:06,18.8,63.5,86.2201342814417
03-23-2023_16:15:16,18.8,63.3,128.82768456068607
03-23-2023_16:15:29,18.8,63.3,78.27239173558765
03-23-2023_16:15:40,18.9,63.3,113.52721762749107
03-23-2023_16:15:51,18.9,63.2,79.03741508224739
03-23-2023_16:16:01,18.9,63.1,79.84493972594379
03-23-2023_16:16:12,18.9,62.8,105.89823480941192
03-23-2023_16:16:22,18.9,62.8,106.17449324015014
03-23-2023_16:16:33,18.9,62.6,104.68694784386732
03-23-2023_16:16:43,19.0,62.7,110.12711386455885
03-23-2023_16:16:54,19.0,62.7,92.17031586657309
03-23-2023_16:17:04,19.0,62.6,88.04769005401778
03-23-2023_16:17:17,19.0,62.6,94.99665211951049
03-23-2023_16:17:28,19.0,62.4,78.6336527603992
03-23-2023_16:17:38,19.1,62.4,106.98201788384655
03-23-2023_16:17:49,19.1,62.3,78.54865016632588
03-23-2023_16:18:02,19.1,62.1,124.57755485702079
03-23-2023_16:18:15,19.1,62.1,78.71865535447249
03-23-2023_16:18:26,19.1,62.0,97.73798577837461
03-23-2023_16:18:36,19.1,61.9,127.93515732291635
03-23-2023_16:18:47,19.1,61.9,125.10882106997894
03-23-2023_16:18:57,19.2,61.8,78.20863979003266
03-23-2023_16:19:10,19.2,61.6,128.38142094180122
03-23-2023_16:19:21,19.2,61.5,126.83012359996339
03-23-2023_16:19:32,19.3,61.7,88.11144199957275
03-23-2023_16:19:42,19.3,61.7,78.08113589892271
03-23-2023_16:19:53,19.3,61.6,90.95902890102847
03-23-2023_16:20:03,19.3,61.6,128.40267159031953
03-23-2023_16:20:14,19.3,61.6,107.06702047791987
03-23-2023_16:20:24,19.3,61.4,78.3998956266976
03-23-2023_16:20:35,19.3,61.0,92.3403210547197
03-23-2023_16:20:48,19.3,61.1,128.041410565508
03-23-2023_16:20:58,19.4,60.9,116.01354350413527
03-23-2023_16:21:09,19.4,61.2,78.10238654744103
03-23-2023_16:21:20,19.4,61.1,108.66081911679434
03-23-2023_16:21:30,19.4,60.9,128.38142094180122
03-23-2023_16:21:41,19.4,61.0,77.9961333048494
03-23-2023_16:21:51,19.4,61.0,84.35007721182899
03-23-2023_16:22:02,19.4,61.0,82.48002014221626
03-23-2023_16:22:12,19.4,60.9,86.07137974181342
03-23-2023_16:22:23,19.4,60.3,82.48002014221626
03-23-2023_16:22:33,19.5,60.4,78.35739432966095
03-23-2023_16:22:44,19.5,60.4,78.05988525040438
03-23-2023_16:22:55,19.5,60.4,78.03863460188606
03-23-2023_16:23:05,19.5,60.4,78.3148930326243
03-23-2023_16:23:16,19.5,60.4,78.71865535447249
03-23-2023_16:23:26,19.5,60.4,78.97366313669242
03-23-2023_16:23:37,19.5,60.4,78.65490340891752
03-23-2023_16:23:47,19.6,60.5,78.76115665150914
03-23-2023_16:23:58,19.6,61.4,127.68014954069645
03-23-2023_16:24:13,19.6,60.5,117.20357982116155
03-23-2023_16:24:24,19.6,60.5,104.30443617053744
03-23-2023_16:24:34,19.6,60.5,119.24364207892089
03-23-2023_16:24:45,19.6,60.5,123.2175133518479
03-23-2023_16:24:56,19.7,60.6,126.83012359996339
03-23-2023_16:25:06,19.6,60.5,127.51014435254983
03-23-2023_16:25:17,19.6,60.5,128.46642353587453
03-23-2023_16:25:27,19.6,60.4,127.93515732291635
03-23-2023_16:25:38,19.6,60.2,124.49255226294748
03-23-2023_16:25:48,19.6,59.8,128.42392223883786
03-23-2023_16:25:59,19.7,60.1,98.86427014984591
03-23-2023_16:26:09,19.7,60.4,128.16891445661796
03-23-2023_16:26:20,19.7,60.2,115.94979155858029
03-23-2023_16:26:31,19.7,59.6,121.36870693075352
03-23-2023_16:26:41,19.7,59.7,125.6400872829371
03-23-2023_16:26:52,19.7,59.9,91.23528733176673
03-23-2023_16:27:02,19.7,59.9,119.73240699484236
03-23-2023_16:27:13,19.8,59.6,78.12363719595935
03-23-2023_16:27:28,19.8,59.8,79.37742545854061
03-23-2023_16:27:41,19.8,59.8,125.5550846888638
03-23-2023_16:27:52,19.8,59.5,79.97244361705376
03-23-2023_16:28:02,19.8,59.4,79.01616443372906
03-23-2023_16:28:13,19.8,59.5,127.8926560258797
03-23-2023_16:28:24,19.8,59.3,126.68136906033509
03-23-2023_16:28:34,19.8,59.4,107.21577501754815
03-23-2023_16:28:45,19.8,59.1,123.4512704855495
03-23-2023_16:28:55,19.8,59.2,78.16613849299601
03-23-2023_16:29:06,19.9,59.1,115.18476821192056
03-23-2023_16:29:16,19.9,59.0,127.34013916440321
03-23-2023_16:29:27,19.9,59.1,81.56624225592823
03-23-2023_16:29:37,19.9,58.9,126.78762230292674
03-23-2023_16:29:48,19.9,58.9,78.46364757225258
03-23-2023_16:29:58,19.9,59.0,102.4131284524064
03-23-2023_16:30:09,19.9,58.9,127.85015472884305
03-23-2023_16:30:20,19.9,59.1,78.18738914151433
03-23-2023_16:30:30,19.9,58.9,80.248702047792
03-23-2023_16:30:41,19.9,58.7,125.57633533738213
03-23-2023_16:30:51,19.9,58.7,113.82472670674765
03-23-2023_16:31:02,20.0,58.8,127.61639759514146
03-23-2023_16:31:12,19.9,58.7,78.50614886928923
03-23-2023_16:31:23,20.0,58.8,89.28022766808068
03-23-2023_16:31:33,20.0,58.8,80.22745139927366
03-23-2023_16:31:46,20.0,58.8,84.47758110293894
03-23-2023_16:31:57,20.0,58.8,127.46764305551318
03-23-2023_16:32:08,20.0,58.6,79.14366832483903
03-23-2023_16:32:18,20.0,58.9,128.14766380809965
03-23-2023_16:32:31,20.0,59.0,118.75487716299936
03-23-2023_16:32:42,20.0,58.6,80.0149449140904
03-23-2023_16:32:52,20.1,58.7,79.27117221594898
03-23-2023_16:33:03,20.1,58.4,126.76637165440842
03-23-2023_16:33:13,20.1,58.2,123.57877437665945
03-23-2023_16:33:24,20.1,58.5,84.86009277626881
03-23-2023_16:33:34,20.1,58.7,78.16613849299601
03-23-2023_16:33:45,20.1,58.9,88.81271340067752
03-23-2023_16:33:56,20.1,58.5,78.50614886928923
03-23-2023_16:34:06,20.1,58.5,113.8672280037843
03-23-2023_16:34:17,20.1,58.2,127.76515213476974
03-23-2023_16:34:27,20.1,58.3,97.16421826837977
03-23-2023_16:34:38,20.1,58.1,79.24992156743066
03-23-2023_16:34:48,20.1,58.2,127.87140537736137
03-23-2023_16:34:59,20.1,58.2,80.52496047853023
03-23-2023_16:35:09,20.1,58.0,124.45005096591083
03-23-2023_16:35:20,19.5,54.5,111.35965147862179
03-23-2023_16:35:38,19.5,54.8,122.87750297555468
03-23-2023_16:35:49,19.3,54.6,83.60630451368756
03-23-2023_16:35:59,19.1,54.5,124.32254707480087
03-23-2023_16:36:10,19.0,54.6,80.52496047853023
03-23-2023_16:36:20,18.8,55.5,111.5296566667684
03-23-2023_16:36:31,18.6,56.1,115.77978637043368
03-23-2023_16:36:41,18.4,57.1,125.70383922849209
03-23-2023_16:36:54,18.4,57.1,125.78884182256539
03-23-2023_16:37:05,18.2,58.3,89.34397961363568
03-23-2023_16:37:18,18.2,58.5,81.56624225592823
03-23-2023_16:37:29,18.0,59.0,80.69496566667685
03-23-2023_16:37:39,18.0,59.1,124.64130680257577
03-23-2023_16:37:50,17.9,59.8,124.02503799554431
03-23-2023_16:38:00,17.9,60.2,124.55630420850245
03-23-2023_16:38:11,17.8,60.7,126.23510544145024
03-23-2023_16:38:21,17.7,61.7,126.59636646626178
03-23-2023_16:38:34,17.7,61.8,86.11388103885008
03-23-2023_16:38:45,17.6,61.8,99.28928312021242
03-23-2023_16:38:55,17.6,62.3,118.7761278115177
03-23-2023_16:39:06,17.5,62.5,92.38282235175635
03-23-2023_16:39:16,17.5,63.0,105.49447248756371
03-23-2023_16:39:27,17.5,63.4,120.73118747520373
03-23-2023_16:39:38,17.5,64.6,93.33910153508103
03-23-2023_16:39:48,17.6,64.7,98.24800134281443
03-23-2023_16:39:59,17.7,64.8,125.6400872829371
03-23-2023_16:40:09,17.8,65.1,80.26995269631031
03-23-2023_16:40:20,17.8,64.9,121.45370952482682
03-23-2023_16:40:30,17.9,65.0,101.56310251167335
03-23-2023_16:40:41,18.0,65.1,124.5138029114658
03-23-2023_16:40:51,18.1,65.2,127.00012878811
03-23-2023_16:41:02,18.2,65.3,93.42410412915434
03-23-2023_16:41:12,18.2,65.3,79.73868648335217
03-23-2023_16:41:23,18.3,64.5,83.62755516220588
03-23-2023_16:41:34,18.4,64.3,122.00622638630331
03-23-2023_16:41:44,18.4,64.0,126.95762749107335
03-23-2023_16:41:55,18.5,64.1,80.97122409741509
03-23-2023_16:42:05,18.6,63.6,80.07869685964539
03-23-2023_16:42:16,18.6,62.9,109.85085543382063
03-23-2023_16:42:29,18.7,62.8,95.57041962950531
03-23-2023_16:42:39,18.7,62.4,88.34519913327433
03-23-2023_16:42:50,18.8,62.4,79.4411774040956
03-23-2023_16:43:00,18.9,62.2,123.60002502517779
03-23-2023_16:43:14,18.9,62.2,113.54846827600942
03-23-2023_16:43:24,18.9,61.7,85.22135380108035
03-23-2023_16:43:35,18.9,61.6,106.5995062105167
03-23-2023_16:43:45,19.0,61.4,79.37742545854061
03-23-2023_16:43:56,19.0,61.3,80.56746177556688
03-23-2023_16:44:06,19.1,61.2,86.26263557847834
03-23-2023_16:44:17,19.1,61.1,117.98985381633963
03-23-2023_16:44:27,19.1,60.9,125.83134311960205
03-23-2023_16:44:38,19.2,60.6,80.46120853297525
03-23-2023_16:44:51,19.2,60.7,117.90485122226632
03-23-2023_16:45:02,19.2,60.4,109.8296047853023
03-23-2023_16:45:12,19.2,60.1,111.91216834009828
03-23-2023_16:45:25,19.3,60.2,121.87872249519334
03-23-2023_16:45:36,19.3,60.2,79.31367351298563
03-23-2023_16:45:46,19.3,60.2,125.17257301553393
03-23-2023_16:45:57,19.3,60.2,97.14296761986147
03-23-2023_16:46:07,19.4,60.3,118.15985900448622
03-23-2023_16:46:23,19.4,60.3,79.27117221594898
03-23-2023_16:46:33,19.4,60.0,80.26995269631031
03-23-2023_16:46:44,19.4,60.0,103.26315439313946
03-23-2023_16:46:55,19.4,59.8,79.63243324076053
03-23-2023_16:47:05,19.5,59.8,125.34257820368052
03-23-2023_16:47:16,19.5,59.6,87.72893032624287
03-23-2023_16:47:26,19.5,59.7,127.1701339762566
03-23-2023_16:47:37,19.5,59.6,86.70889919736321
03-23-2023_16:47:47,19.5,59.6,79.24992156743066
03-23-2023_16:47:58,19.5,59.5,115.43977599414045
03-23-2023_16:48:08,19.6,59.2,81.71499679555652
03-23-2023_16:48:19,19.4,58.1,86.24138492996003
03-23-2023_16:48:32,19.1,58.3,126.00134830774864
03-23-2023_16:48:45,19.1,58.3,125.59758598590045
03-23-2023_16:48:56,18.9,58.7,125.83134311960205
03-23-2023_16:49:06,18.8,59.3,121.87872249519334
03-23-2023_16:49:17,18.7,59.7,80.35495529038363
03-23-2023_16:49:27,18.6,59.8,87.00640827661977
03-23-2023_16:49:38,18.6,60.5,82.99003570665609
03-23-2023_16:49:48,18.5,60.9,80.97122409741509
03-23-2023_16:49:59,18.4,61.4,81.43873836481828
03-23-2023_16:50:09,18.3,61.8,79.99369426557207
03-23-2023_16:50:20,18.3,62.3,106.53575426496171
03-23-2023_16:50:31,18.2,62.7,97.9929935605945
03-23-2023_16:50:41,18.1,63.0,89.79024323252052
03-23-2023_16:50:52,18.1,63.5,81.33248512222664
03-23-2023_16:51:02,18.0,63.9,79.58993194372387
03-23-2023_16:51:13,18.0,64.4,79.37742545854061
03-23-2023_16:51:23,17.9,65.0,83.33004608294931
03-23-2023_16:51:34,17.9,65.0,128.02015991698966
03-23-2023_16:51:47,17.9,65.0,78.86740989410077
03-23-2023_16:51:57,17.8,64.9,120.73118747520373
03-23-2023_16:52:08,17.8,64.9,79.207420270394
03-23-2023_16:52:19,17.8,64.9,96.86670918912321
03-23-2023_16:52:29,17.7,64.9,127.61639759514146
03-23-2023_16:52:40,17.7,65.5,79.90869167149877
03-23-2023_16:52:50,17.7,65.8,78.78240730002747
03-23-2023_16:53:01,17.7,66.3,99.18302987762078
03-23-2023_16:53:14,17.6,66.2,126.12885219885864
03-23-2023_16:53:24,17.6,66.5,126.66011841181677
03-23-2023_16:53:35,17.6,66.6,126.04384960478532
03-23-2023_16:53:45,17.6,66.9,126.55386516922513
03-23-2023_16:53:56,17.5,67.0,127.10638203070164
03-23-2023_16:54:07,17.5,67.2,128.59392742698446
03-23-2023_16:54:17,17.5,67.3,79.67493453779718
03-23-2023_16:54:28,17.5,67.5,123.81253151036104
03-23-2023_16:54:38,17.5,67.7,128.31766899624623
03-23-2023_16:54:49,17.5,67.7,78.3998956266976
03-23-2023_16:54:59,17.4,67.9,126.85137424848172
03-23-2023_16:55:10,17.4,68.1,116.58731101413008
03-23-2023_16:55:20,17.4,68.3,78.86740989410077
03-23-2023_16:55:31,17.4,68.3,78.78240730002747
03-23-2023_16:55:41,17.4,68.4,79.31367351298563
03-23-2023_16:55:52,17.4,68.6,79.58993194372387
03-23-2023_16:56:05,17.4,68.6,78.8886605426191
03-23-2023_16:56:16,17.4,68.8,112.37968260750146
03-23-2023_16:56:26,17.4,68.9,78.42114627521592
03-23-2023_16:56:37,17.4,69.1,123.87628345591601
03-23-2023_16:56:47,17.3,69.0,87.24016541032137
03-23-2023_16:56:58,17.3,69.3,125.49133274330882
03-23-2023_16:57:11,17.3,69.3,127.57389629810481
03-23-2023_16:57:21,17.3,69.4,77.82612811670278
03-23-2023_16:57:32,17.3,69.6,78.35739432966095
03-23-2023_16:57:43,17.3,69.7,103.34815698721276
03-23-2023_16:57:53,17.3,69.8,88.74896145512254
03-23-2023_16:58:04,17.3,70.0,128.59392742698446
03-23-2023_16:58:14,17.3,70.0,126.85137424848172
03-23-2023_16:58:25,17.3,70.1,77.61362163151952
03-23-2023_16:58:35,17.2,70.4,78.3148930326243
03-23-2023_16:58:48,17.3,70.5,82.03375652333142
03-23-2023_16:58:59,17.2,70.4,130.03897152623065
03-23-2023_16:59:09,17.2,70.4,77.44361644337292
03-23-2023_16:59:20,17.2,70.4,77.7623761711478
03-23-2023_16:59:30,17.2,70.4,105.04820886867887
03-23-2023_16:59:41,17.2,70.4,82.69252662739953
03-23-2023_16:59:52,17.2,70.4,78.03863460188606
03-23-2023_17:00:02,17.2,70.4,110.76463332010864
03-23-2023_17:00:13,17.2,70.6,108.02329966124455
03-23-2023_17:00:23,17.2,70.8,130.2089767143773
03-23-2023_17:00:34,17.2,70.9,93.33910153508103
03-23-2023_17:00:44,17.2,70.9,127.6588988921781
03-23-2023_17:00:55,17.2,71.1,101.15934018982513
03-23-2023_17:01:08,17.2,71.2,77.63487228003785
03-23-2023_17:01:18,17.2,71.2,129.84771568956572
03-23-2023_17:01:29,17.2,71.3,128.0626612140263
03-23-2023_17:01:40,17.2,71.4,96.44169621875669
03-23-2023_17:01:50,17.2,71.5,115.94979155858029
03-23-2023_17:02:03,17.2,71.5,84.52008239997559
03-23-2023_17:02:14,17.2,71.6,78.65490340891752
03-23-2023_17:02:24,17.1,71.6,130.16647541734065
03-23-2023_17:02:35,17.1,71.6,77.03985412152471
03-23-2023_17:02:45,17.2,71.8,77.20985930967132
03-23-2023_17:02:56,17.2,71.8,128.25391705069126
03-23-2023_17:03:09,17.2,71.8,123.940035401471
03-23-2023_17:03:20,17.2,71.9,77.91113071077609
03-23-2023_17:03:30,17.1,71.8,79.50492934965057
03-23-2023_17:03:41,17.1,71.9,96.76045594653156
03-23-2023_17:03:51,17.1,71.9,111.50840601825007
03-23-2023_17:04:02,17.1,72.0,77.65612292855617
03-23-2023_17:04:12,17.1,72.1,78.93116183965576
03-23-2023_17:04:23,17.1,72.3,80.50370983001191
03-23-2023_17:04:33,17.1,72.4,116.84231879635
03-23-2023_17:04:46,17.1,72.4,128.4451728873562
03-23-2023_17:04:57,17.1,72.4,76.95485152745141
03-23-2023_17:05:08,17.1,72.5,124.96006653035066
03-23-2023_17:05:18,17.1,72.4,130.4639844965972
03-23-2023_17:05:29,17.1,72.4,80.05744621112706
03-23-2023_17:05:39,17.1,72.4,86.19888363292338
03-23-2023_17:05:50,17.1,72.5,76.57233985412154
03-23-2023_17:06:00,17.1,72.4,76.89109958189643
03-23-2023_17:06:11,17.1,72.5,78.46364757225258
03-23-2023_17:06:21,17.1,72.6,105.45197119052706
03-23-2023_17:06:32,17.1,72.6,123.19626270332957
03-23-2023_17:06:42,17.1,72.6,107.78954252754298
03-23-2023_17:06:53,17.1,72.6,130.8677468184454
03-23-2023_17:07:03,17.1,72.7,77.82612811670278
03-23-2023_17:07:17,17.1,72.7,76.78484633930479
03-23-2023_17:07:27,17.1,72.8,81.03497604297007
03-23-2023_17:07:38,17.1,72.8,93.44535477767268
03-23-2023_17:07:48,17.1,72.8,106.87576464125492
03-23-2023_17:07:59,17.1,72.9,114.86600848414564
03-23-2023_17:08:09,17.1,72.9,122.15498092593158
03-23-2023_17:08:20,17.1,72.9,129.6564598529008
03-23-2023_17:08:30,17.1,73.0,114.61100070192573
03-23-2023_17:08:41,17.1,73.0,76.59359050263986
03-23-2023_17:08:52,17.1,73.1,76.78484633930479
03-23-2023_17:09:05,17.1,73.2,77.16735801263466
03-23-2023_17:09:18,17.1,73.2,104.9207049775689
03-23-2023_17:09:28,17.1,73.3,111.1896462904752
03-23-2023_17:09:39,17.1,73.3,77.44361644337292
03-23-2023_17:09:49,17.1,73.3,77.14610736411635
03-23-2023_17:10:00,17.1,73.3,124.79006134220407
03-23-2023_17:10:10,17.1,73.4,78.08113589892271
03-23-2023_17:10:21,17.1,73.5,126.59636646626178
03-23-2023_17:10:31,17.1,73.6,131.1865065462203
03-23-2023_17:10:42,17.1,73.6,85.71011871700188
03-23-2023_17:10:53,17.0,73.6,78.35739432966095
03-23-2023_17:11:03,17.1,73.8,131.33526108584857
03-23-2023_17:11:14,17.0,73.7,76.67859309671317
03-23-2023_17:11:24,17.1,73.9,95.23040925321209
03-23-2023_17:11:35,17.1,74.0,75.9773216956084
03-23-2023_17:11:45,17.1,74.1,93.91286904507584
03-23-2023_17:11:56,17.1,74.1,131.50526627399518
03-23-2023_17:12:06,17.0,74.1,123.6212756736961
03-23-2023_17:12:17,17.1,74.3,76.14732688375501
03-23-2023_17:12:27,17.1,74.4,99.69304544206062
03-23-2023_17:12:38,17.0,74.3,132.03653248695335
03-23-2023_17:12:49,17.1,74.4,109.61709830011903
03-23-2023_17:13:04,17.1,74.4,131.95152989288002
03-23-2023_17:13:15,17.1,74.5,123.26001464888455
03-23-2023_17:13:25,17.0,74.5,128.40267159031953
03-23-2023_17:13:36,17.1,74.7,132.20653767509995
03-23-2023_17:13:46,17.1,74.7,111.78466444898834
03-23-2023_17:13:57,17.1,74.8,75.46730613116856
03-23-2023_17:14:07,17.1,74.7,118.30861354411451
03-23-2023_17:14:18,17.1,74.8,98.3117532883694
03-23-2023_17:14:29,17.1,74.7,132.54654805139316
03-23-2023_17:14:42,17.1,74.7,130.8464961699271
03-23-2023_17:14:57,17.1,74.8,131.31401043733024
03-23-2023_17:15:08,17.1,74.7,100.81932981353191
03-23-2023_17:15:18,17.1,74.7,75.78606585894346
03-23-2023_17:15:29,17.1,74.7,75.38230353709525
03-23-2023_17:15:39,17.1,74.7,97.24922086245309
03-23-2023_17:15:50,17.1,74.8,95.52791833246864
03-23-2023_17:16:01,17.1,74.7,79.6111825922422
03-23-2023_17:16:11,17.1,74.7,75.5735593737602
03-23-2023_17:16:22,17.1,74.7,77.80487746818446
03-23-2023_17:16:32,17.1,74.7,99.56554155095067
03-23-2023_17:16:43,17.1,74.6,75.72231391338848
03-23-2023_17:16:53,17.1,74.6,117.0973265785699
03-23-2023_17:17:04,17.1,74.6,123.70627826776942
03-23-2023_17:17:14,17.1,74.7,95.8041767632069
03-23-2023_17:17:25,17.1,74.7,112.95345011749626
03-23-2023_17:17:35,17.1,74.7,131.65402081362348
03-23-2023_17:17:46,17.1,74.1,94.93290017395553
03-23-2023_17:18:04,17.1,74.8,101.11683889278848
