Time,Temperature(c),Humidity(%),Air Quality(μg/m3)
03-23-2023_14:22:52,16.7,70.4,80.84372020630514
03-23-2023_14:23:05,16.7,70.4,100.20306100650046
03-23-2023_14:23:16,16.7,70.2,127.82890408032472
03-23-2023_14:23:26,16.7,70.1,85.30635639515366
03-23-2023_14:23:39,16.7,70.2,79.33492416150396
03-23-2023_14:23:50,16.7,70.3,80.86497085482345
03-23-2023_14:24:00,16.7,70.3,102.73188818018127
03-23-2023_14:24:11,16.7,70.2,121.41120822779017
03-23-2023_14:24:21,16.7,70.3,93.27534958952604
03-23-2023_14:24:32,16.7,70.0,107.06702047791987
03-23-2023_14:24:43,16.7,69.9,118.71237586596271
03-23-2023_14:24:53,16.7,69.9,81.50249031037325
03-23-2023_14:25:04,16.7,69.9,127.70140018921478
03-23-2023_14:25:14,16.6,69.8,79.05866573076571
03-23-2023_14:25:25,16.7,69.9,115.46102664265878
03-23-2023_14:25:35,16.7,69.9,79.63243324076053
03-23-2023_14:25:46,16.7,69.9,87.30391735587635
03-23-2023_14:25:56,16.7,69.9,80.248702047792
03-23-2023_14:26:09,16.7,69.9,124.70505874813075
03-23-2023_14:26:20,16.7,69.9,79.37742545854061
03-23-2023_14:26:33,16.6,69.8,104.47444135868406
03-23-2023_14:26:46,16.6,69.8,101.83936094241157
03-23-2023_14:26:57,16.6,69.8,128.78518326364943
03-23-2023_14:27:07,16.6,69.8,79.95119296853542
03-23-2023_14:27:18,16.6,69.8,79.29242286446731
03-23-2023_14:27:28,16.6,69.8,79.35617481002228
03-23-2023_14:27:39,16.6,69.8,121.58121341593677
03-23-2023_14:27:54,16.6,69.8,120.15741996520892
03-23-2023_14:28:05,16.6,69.8,126.85137424848172
03-23-2023_14:28:16,16.6,69.8,79.56868129520555
03-23-2023_14:28:26,16.6,69.8,92.38282235175635
03-23-2023_14:28:37,16.6,69.8,79.48367870113225
03-23-2023_14:28:47,16.6,69.8,117.33108371227151
03-23-2023_14:28:58,16.6,69.8,128.0626612140263
03-23-2023_14:29:08,16.6,69.8,123.02625751518296
03-23-2023_14:29:19,16.6,69.8,105.9619867549669
03-23-2023_14:29:29,16.6,70.0,80.26995269631031
03-23-2023_14:29:42,16.7,70.5,114.5047474593341
03-23-2023_14:29:53,16.7,70.8,80.52496047853023
03-23-2023_14:30:04,16.8,71.6,128.59392742698446
03-23-2023_14:30:14,16.8,71.7,102.11561937314983
03-23-2023_14:30:25,16.9,71.8,128.46642353587453
03-23-2023_14:30:35,17.0,71.4,126.49011322367016
03-23-2023_14:30:46,17.0,70.9,80.92872280037842
03-23-2023_14:30:56,17.2,70.4,81.6299942014832
03-23-2023_14:31:09,17.2,70.4,84.03131748405409
03-23-2023_14:31:20,17.2,70.4,84.2013226722007
03-23-2023_14:31:30,17.3,70.0,82.90503311258279
03-23-2023_14:31:41,17.4,69.8,81.4599890133366
03-23-2023_14:31:52,17.4,69.2,92.99909115878782
03-23-2023_14:32:02,17.5,68.6,128.42392223883786
03-23-2023_14:32:15,17.5,68.6,126.06510025330365
03-23-2023_14:32:26,17.5,68.2,81.31123447370831
03-23-2023_14:32:36,17.6,68.1,79.14366832483903
03-23-2023_14:32:47,17.6,67.6,126.1926041444136
03-23-2023_14:32:57,17.7,67.6,85.58261482589191
03-23-2023_14:33:08,17.8,67.0,128.7639326151311
03-23-2023_14:33:21,17.8,66.7,107.32202826013977
03-23-2023_14:33:34,17.8,66.5,124.32254707480087
03-23-2023_14:33:45,17.9,66.2,127.06388073366499
03-23-2023_14:33:55,17.9,65.9,79.86619037446212
03-23-2023_14:34:06,17.9,65.9,88.77021210364087
03-23-2023_14:34:16,18.0,65.1,106.81201269569993
03-23-2023_14:34:29,18.0,65.1,125.47008209479051
03-23-2023_14:34:40,18.1,65.2,128.2751676992096
03-23-2023_14:34:50,18.1,65.2,120.68868617816707
03-23-2023_14:35:01,18.1,64.9,99.05552598651083
03-23-2023_14:35:14,18.1,65.2,107.04576982940155
03-23-2023_14:35:25,18.2,65.3,127.51014435254983
03-23-2023_14:35:35,18.2,65.3,124.34379772331921
03-23-2023_14:35:46,18.3,65.4,111.23214758751185
03-23-2023_14:35:56,18.2,64.7,79.01616443372906
03-23-2023_14:36:07,18.3,64.1,118.62737327188943
03-23-2023_14:36:20,18.3,64.2,80.07869685964539
03-23-2023_14:36:30,18.4,64.1,80.22745139927366
03-23-2023_14:36:41,18.4,63.9,122.4949913022248
03-23-2023_14:36:59,18.4,63.9,118.92488235114598
03-23-2023_14:37:10,18.4,63.7,127.00012878811
03-23-2023_14:37:23,18.5,63.6,127.19138462477493
03-23-2023_14:37:33,18.5,63.5,126.46886257515185
03-23-2023_14:37:44,18.5,63.4,127.95640797143466
03-23-2023_14:37:54,18.5,63.2,119.11613818781092
03-23-2023_14:38:05,18.6,63.2,81.3749864192633
03-23-2023_14:38:15,18.6,63.1,128.1901651051363
03-23-2023_14:38:26,18.6,63.0,126.83012359996339
03-23-2023_14:38:37,18.6,62.9,95.06040406506547
03-23-2023_14:38:47,18.7,62.9,80.31245399334698
03-23-2023_14:39:00,18.7,62.6,127.99890926847135
03-23-2023_14:39:11,18.7,62.5,127.93515732291635
03-23-2023_14:39:21,18.7,62.3,127.02137943662832
03-23-2023_14:39:32,18.7,62.4,126.42636127811518
03-23-2023_14:39:42,18.7,62.3,81.71499679555652
03-23-2023_14:39:53,18.8,62.2,79.58993194372387
03-23-2023_14:40:03,18.8,62.1,84.37132786034731
03-23-2023_14:40:14,18.8,62.0,80.60996307260353
03-23-2023_14:40:25,18.8,62.0,79.54743064668723
03-23-2023_14:40:35,18.9,61.9,118.56362132633444
03-23-2023_14:40:51,18.8,61.7,125.57633533738213
03-23-2023_14:41:01,18.9,61.6,84.66883693960388
03-23-2023_14:41:12,18.9,61.5,126.36260933256021
03-23-2023_14:41:22,18.9,61.5,126.42636127811518
03-23-2023_14:41:33,18.9,61.5,103.58191412091433
03-23-2023_14:41:43,18.9,61.4,127.51014435254983
03-23-2023_14:41:54,19.0,61.3,110.97713980529191
03-23-2023_14:42:05,18.6,61.2,85.96512649922178
03-23-2023_14:42:15,19.0,61.1,79.33492416150396
03-23-2023_14:42:26,19.0,61.2,93.99787163914915
03-23-2023_14:42:36,19.0,61.0,80.56746177556688
03-23-2023_14:42:47,19.0,60.9,127.36138981292153
03-23-2023_14:42:57,19.1,60.9,87.13391216772973
03-23-2023_14:43:08,19.1,60.7,105.72822962126533
03-23-2023_14:43:18,19.1,60.6,122.98375621814631
03-23-2023_14:43:29,19.1,60.2,79.22867091891231
03-23-2023_14:43:39,19.1,60.3,108.74582171086765
03-23-2023_14:43:50,19.1,60.3,127.59514694662315
03-23-2023_14:44:01,19.1,60.3,94.48663655507066
03-23-2023_14:44:11,19.1,60.1,79.27117221594898
03-23-2023_14:44:22,19.1,60.0,102.0943687246315
03-23-2023_14:44:32,19.2,60.1,127.25513657032991
03-23-2023_14:44:43,19.2,60.1,79.35617481002228
03-23-2023_14:44:56,19.2,60.1,118.03235511337628
03-23-2023_14:45:06,19.2,60.1,127.29763786736656
03-23-2023_14:45:17,19.2,60.1,80.46120853297525
03-23-2023_14:45:27,19.2,60.1,112.99595141453291
03-23-2023_14:45:38,19.3,60.2,117.16107852412487
03-23-2023_14:45:49,19.3,60.2,81.05622669148839
03-23-2023_14:45:59,19.3,60.1,127.42514175847653
03-23-2023_14:46:10,19.3,60.0,79.52617999816889
03-23-2023_14:46:20,19.3,59.8,94.55038850062563
03-23-2023_14:46:36,19.3,59.7,115.14226691488386
03-23-2023_14:46:46,19.3,59.6,83.69130710776086
03-23-2023_14:46:57,19.4,59.8,126.5113638721885
03-23-2023_14:47:07,19.4,59.8,79.14366832483903
03-23-2023_14:47:18,19.4,59.7,126.76637165440842
03-23-2023_14:47:29,19.4,59.4,80.67371501815853
03-23-2023_14:47:39,19.4,59.3,124.72630939664909
03-23-2023_14:47:50,19.4,59.4,81.6299942014832
03-23-2023_14:48:00,19.4,59.4,90.93777825251017
03-23-2023_14:48:11,19.4,59.2,81.9487539292581
03-23-2023_14:48:21,19.4,59.2,81.56624225592823
03-23-2023_14:48:32,19.4,59.2,122.17623157444991
03-23-2023_14:48:42,19.5,59.1,79.56868129520555
03-23-2023_14:48:53,19.5,59.0,124.13129123813594
03-23-2023_14:49:03,19.5,59.0,79.63243324076053
03-23-2023_14:49:14,19.5,59.0,87.32516800439468
03-23-2023_14:49:25,19.5,58.9,124.96006653035066
03-23-2023_14:49:35,19.6,59.1,126.02259895626698
03-23-2023_14:49:48,19.6,59.1,79.78118778038882
03-23-2023_14:49:59,19.5,58.9,127.0851313821833
03-23-2023_14:50:09,19.5,58.8,82.82003051850948
03-23-2023_14:50:20,19.6,58.8,124.49255226294748
03-23-2023_14:50:30,19.6,58.8,81.90625263222145
03-23-2023_14:50:43,19.6,58.8,126.02259895626698
03-23-2023_14:50:56,19.6,58.8,118.69112521744438
03-23-2023_14:51:07,19.6,58.5,79.90869167149877
03-23-2023_14:51:18,19.6,58.5,103.34815698721276
03-23-2023_14:51:28,19.6,58.5,126.9151261940367
03-23-2023_14:51:39,19.6,58.4,82.7562785729545
03-23-2023_14:51:49,19.6,58.5,79.56868129520555
03-23-2023_14:52:00,19.7,58.6,79.50492934965057
03-23-2023_14:52:10,19.6,58.5,125.57633533738213
03-23-2023_14:52:21,19.7,58.5,125.1513223670156
03-23-2023_14:52:31,19.7,58.5,118.15985900448622
03-23-2023_14:52:42,19.7,58.5,87.53767448957795
03-23-2023_14:52:53,19.7,58.3,126.76637165440842
03-23-2023_14:53:03,19.7,58.3,126.63886776329844
03-23-2023_14:53:14,19.7,58.3,81.07747734000672
03-23-2023_14:53:24,19.7,58.2,124.62005615405744
03-23-2023_14:53:35,19.7,58.3,100.94683370464189
03-23-2023_14:53:45,19.7,58.2,126.85137424848172
03-23-2023_14:53:56,19.7,58.0,80.63121372112187
03-23-2023_14:54:06,19.7,57.7,80.8224695577868
03-23-2023_14:54:17,19.8,58.0,79.58993194372387
03-23-2023_14:54:30,19.8,58.0,124.93881588183235
03-23-2023_14:54:40,19.8,57.9,124.87506393627737
03-23-2023_14:54:51,19.8,58.0,125.49133274330882
03-23-2023_14:55:02,19.8,57.8,125.83134311960205
03-23-2023_14:55:12,19.8,57.5,126.15010284737694
03-23-2023_14:55:23,19.8,57.5,126.59636646626178
03-23-2023_14:55:33,19.8,57.6,102.07311807611318
03-23-2023_14:55:44,19.8,57.6,125.08757042146063
03-23-2023_14:55:54,19.8,57.7,82.22501235999634
03-23-2023_14:56:05,19.8,57.8,126.1926041444136
03-23-2023_14:56:15,19.8,57.5,81.69374614703818
03-23-2023_14:56:26,19.9,57.6,124.85381328775904
03-23-2023_14:56:36,19.8,57.3,126.59636646626178
03-23-2023_14:56:47,19.9,57.3,111.12589434492021
03-23-2023_14:56:58,19.9,57.5,87.34641865291302
03-23-2023_14:57:08,19.9,57.5,80.77996826075015
03-23-2023_14:57:19,19.9,57.5,123.43001983703117
03-23-2023_14:57:29,19.9,57.2,99.41678701132237
03-23-2023_14:57:40,19.9,57.3,91.89405743583484
03-23-2023_14:57:50,19.9,57.2,126.44761192663351
03-23-2023_14:58:01,19.9,57.4,79.90869167149877
03-23-2023_14:58:11,19.9,57.1,114.20723838007751
03-23-2023_14:58:22,19.9,57.2,82.62877468184453
03-23-2023_14:58:32,19.9,57.2,80.22745139927366
03-23-2023_14:58:43,19.9,57.1,80.18495010223701
03-23-2023_14:58:54,20.0,57.4,110.57337748344372
03-23-2023_14:59:04,20.0,57.1,107.59828669087803
03-23-2023_14:59:15,20.0,56.9,82.41626819666128
03-23-2023_14:59:25,19.9,56.8,125.72508987701042
03-23-2023_14:59:36,20.0,56.9,98.07799615466782
03-23-2023_14:59:46,20.0,57.2,122.68624713888974
03-23-2023_14:59:57,20.0,57.2,80.84372020630514
03-23-2023_15:00:07,20.0,57.4,125.19382366405225
03-23-2023_15:00:18,20.0,57.2,126.04384960478532
03-23-2023_15:00:28,20.0,56.7,124.81131199072239
03-23-2023_15:00:39,20.0,56.9,79.50492934965057
03-23-2023_15:00:50,20.0,56.9,96.63295205542161
03-23-2023_15:01:00,20.0,57.0,92.48907559434798
03-23-2023_15:01:11,20.0,56.9,80.09994750816371
03-23-2023_15:01:21,20.0,56.9,126.40511062959686
03-23-2023_15:01:32,20.0,56.7,112.4221839045381
03-23-2023_15:01:42,20.0,56.4,94.95415082247384
03-23-2023_15:01:53,20.0,56.7,102.17937131870478
03-23-2023_15:02:03,20.0,56.7,93.84911709952087
03-23-2023_15:02:14,20.1,56.5,95.31541184728539
03-23-2023_15:02:24,20.1,56.9,125.32132755516221
03-23-2023_15:02:35,20.1,56.8,79.54743064668723
03-23-2023_15:02:46,20.1,56.5,122.83500167851803
03-23-2023_15:02:56,20.1,56.4,80.7374669637135
03-23-2023_15:03:07,20.1,56.2,80.16369945371869
03-23-2023_15:03:17,20.1,56.3,126.04384960478532
03-23-2023_15:03:28,20.1,56.2,84.98759666737877
03-23-2023_15:03:38,20.1,56.2,125.32132755516221
03-23-2023_15:03:49,20.1,56.2,122.38873805963317
03-23-2023_15:03:59,20.1,56.3,79.92994232001709
03-23-2023_15:04:10,20.1,56.2,126.00134830774864
03-23-2023_15:04:23,20.1,56.2,86.36888882106997
03-23-2023_15:04:34,20.1,56.4,120.51868099002044
03-23-2023_15:04:44,20.1,56.4,80.99247474593342
03-23-2023_15:04:55,20.2,56.5,125.98009765923034
03-23-2023_15:05:05,20.1,56.2,126.2776067384869
03-23-2023_15:05:16,20.1,55.8,126.29885738700523
03-23-2023_15:05:29,20.2,56.2,81.33248512222664
03-23-2023_15:05:39,20.2,56.0,101.18059083834346
03-23-2023_15:05:50,20.2,56.3,123.32376659443953
03-23-2023_15:06:00,20.2,56.4,85.94387585070345
03-23-2023_15:06:11,20.2,56.7,114.12223578600421
03-23-2023_15:06:21,20.2,56.7,101.49935056611835
03-23-2023_15:06:32,20.2,56.0,86.51764336069827
03-23-2023_15:06:43,20.2,56.0,90.78902371288189
03-23-2023_15:06:53,20.2,55.7,121.02869655446028
03-23-2023_15:07:04,20.2,56.1,81.82125003814814
03-23-2023_15:07:14,20.2,56.0,126.2776067384869
03-23-2023_15:07:25,20.2,56.0,125.04506912442397
03-23-2023_15:07:35,20.2,55.6,111.08339304788356
03-23-2023_15:07:46,20.2,55.4,84.88134342478715
03-23-2023_15:07:56,20.2,55.5,123.3662678914762
03-23-2023_15:08:07,20.2,55.4,91.00153019806513
03-23-2023_15:08:17,20.3,55.5,121.41120822779017
03-23-2023_15:08:31,20.2,55.4,80.84372020630514
03-23-2023_15:08:41,20.2,55.4,125.85259376812037
03-23-2023_15:08:52,20.3,55.5,83.67005645924253
03-23-2023_15:09:02,20.3,55.5,110.23336710715049
03-23-2023_15:09:13,20.3,55.5,98.82176885280923
03-23-2023_15:09:28,20.3,55.5,120.26367320780055
03-23-2023_15:09:39,20.3,55.5,86.2201342814417
03-23-2023_15:09:49,20.3,55.5,79.75993713187049
03-23-2023_15:10:00,20.3,55.5,120.00866542558063
03-23-2023_15:10:10,20.3,55.5,122.87750297555468
03-23-2023_15:10:21,20.3,55.5,95.23040925321209
03-23-2023_15:10:32,20.3,55.5,80.48245918149358
03-23-2023_15:10:42,20.3,55.5,124.0887899410993
03-23-2023_15:10:53,20.3,55.5,96.14418713950012
03-23-2023_15:11:03,20.3,55.5,122.60124454481642
03-23-2023_15:11:14,20.3,52.0,81.79999938962982
03-23-2023_15:11:24,19.9,49.5,103.30565569017611
03-23-2023_15:11:35,19.2,49.2,82.20376171147802
03-23-2023_15:11:48,19.1,48.9,105.0694595171972
03-23-2023_15:11:58,18.8,49.8,123.15376140629292
03-23-2023_15:12:09,18.7,50.0,82.54377208777125
03-23-2023_15:12:20,18.5,50.5,124.30129642628256
03-23-2023_15:12:30,18.3,50.9,123.66377697073277
03-23-2023_15:12:41,18.2,51.7,123.68502761925109
03-23-2023_15:12:51,18.0,52.1,98.20550004577778
03-23-2023_15:13:02,17.8,53.2,118.01110446485795
03-23-2023_15:13:12,17.7,53.2,84.81759147923216
03-23-2023_15:13:25,17.5,53.1,96.88795983764155
03-23-2023_15:13:38,17.5,53.1,113.46346568193611
03-23-2023_15:13:49,17.4,53.9,114.7385045930357
03-23-2023_15:14:00,17.4,54.3,114.52599810785243
03-23-2023_15:14:10,17.3,54.9,120.58243293557543
03-23-2023_15:14:21,17.2,55.7,123.96128604998931
03-23-2023_15:14:34,17.2,55.8,123.3025159459212
03-23-2023_15:14:44,17.1,56.2,122.87750297555468
03-23-2023_15:14:55,17.1,56.7,124.34379772331921
03-23-2023_15:15:05,17.0,57.0,123.26001464888455
03-23-2023_15:15:16,16.9,57.8,83.7125577562792
03-23-2023_15:15:29,16.9,57.7,122.0912289803766
03-23-2023_15:15:40,16.9,58.1,124.85381328775904
03-23-2023_15:15:50,16.8,58.5,108.38456068605612
03-23-2023_15:16:01,16.8,59.3,83.20254219183936
03-23-2023_15:16:11,16.8,60.0,83.7125577562792
03-23-2023_15:16:22,16.7,60.4,91.04403149510178
03-23-2023_15:16:32,16.8,61.1,98.84301950132757
03-23-2023_15:16:43,16.7,61.4,101.05308694723351
03-23-2023_15:16:53,16.7,62.2,91.6177990050966
03-23-2023_15:17:04,16.7,62.5,83.77630970183418
03-23-2023_15:17:14,16.7,62.9,81.9487539292581
03-23-2023_15:17:25,16.7,63.8,84.47758110293894
03-23-2023_15:17:36,16.7,63.8,121.64496536149176
03-23-2023_15:17:46,16.7,63.8,124.55630420850245
03-23-2023_15:17:57,16.8,63.9,110.36087099826044
03-23-2023_15:18:07,16.7,63.8,124.62005615405744
03-23-2023_15:18:18,16.8,64.4,122.89875362407301
03-23-2023_15:18:28,16.8,65.2,123.85503280739769
03-23-2023_15:18:41,16.8,65.2,86.1351316873684
03-23-2023_15:18:52,16.8,65.3,82.90503311258279
03-23-2023_15:19:02,16.8,65.5,120.22117191076389
03-23-2023_15:19:13,16.8,65.8,125.44883144627218
03-23-2023_15:19:24,16.8,66.1,94.3591326639607
03-23-2023_15:19:34,16.8,66.2,81.33248512222664
03-23-2023_15:19:45,16.8,66.5,83.0750383007294
03-23-2023_15:19:55,16.9,67.1,83.64880581072421
03-23-2023_15:20:08,16.9,67.2,103.81567125461594
03-23-2023_15:20:19,16.9,67.2,114.759755241554
03-23-2023_15:20:29,16.9,67.3,115.94979155858029
03-23-2023_15:20:40,16.9,67.2,110.38212164677877
03-23-2023_15:20:50,16.9,67.4,99.09802728354748
03-23-2023_15:21:01,17.0,67.5,82.88378246406447
03-23-2023_15:21:12,16.9,67.4,80.77996826075015
03-23-2023_15:21:22,17.0,67.5,109.70210089419233
03-23-2023_15:21:33,16.9,67.3,83.90381359294413
03-23-2023_15:21:46,16.9,67.2,80.6524643696402
03-23-2023_15:21:56,17.0,67.2,81.99125522629475
03-23-2023_15:22:07,16.9,67.2,86.81515243995484
03-23-2023_15:22:17,16.9,67.3,126.46886257515185
03-23-2023_15:22:28,17.0,67.5,81.58749290444655
03-23-2023_15:22:38,17.0,67.6,126.38385998107853
03-23-2023_15:22:49,17.0,67.6,126.1926041444136
03-23-2023_15:23:00,17.0,67.8,91.46904446546833
03-23-2023_15:23:10,17.0,67.7,125.68258857997377
03-23-2023_15:23:21,17.0,67.7,80.26995269631031
03-23-2023_15:23:31,17.0,67.7,86.28388622699669
03-23-2023_15:23:42,17.0,67.6,81.18373058259836
03-23-2023_15:23:57,17.0,67.6,97.31297280800806
03-23-2023_15:24:08,17.0,67.5,127.02137943662832
03-23-2023_15:24:18,17.0,67.5,81.33248512222664
03-23-2023_15:24:29,17.0,67.5,92.31907040620138
03-23-2023_15:24:40,17.0,67.7,80.6524643696402
03-23-2023_15:24:50,17.0,67.6,127.5526456495865
03-23-2023_15:25:01,17.0,67.7,81.75749809259317
03-23-2023_15:25:11,17.0,67.8,84.11632007812739
03-23-2023_15:25:22,17.0,67.8,127.00012878811
03-23-2023_15:25:32,17.0,67.8,126.00134830774864
03-23-2023_15:25:43,17.0,68.0,126.38385998107853
03-23-2023_15:25:56,17.0,68.0,126.93637684255502
03-23-2023_15:26:06,17.0,68.1,110.12711386455885
03-23-2023_15:26:19,17.0,68.1,82.54377208777125
03-23-2023_15:26:30,17.0,68.1,81.05622669148839
03-23-2023_15:26:41,17.0,68.0,80.248702047792
03-23-2023_15:26:54,17.0,68.1,80.20620075075534
03-23-2023_15:27:04,17.0,68.1,81.03497604297007
03-23-2023_15:27:15,17.0,68.2,81.52374095889157
03-23-2023_15:27:28,17.0,68.3,125.27882625812556
03-23-2023_15:27:43,17.0,68.3,83.90381359294413
03-23-2023_15:27:54,17.0,68.4,79.71743583483384
03-23-2023_15:28:05,17.0,68.5,80.26995269631031
03-23-2023_15:28:15,17.0,68.6,80.94997344889677
03-23-2023_15:28:26,17.0,68.7,80.80121890926848
03-23-2023_15:28:49,17.0,68.7,79.75993713187049
03-23-2023_15:28:59,17.0,68.6,81.01372539445174
03-23-2023_15:29:10,17.0,68.7,92.5953288369396
03-23-2023_15:29:20,17.0,68.6,85.17885250404372
03-23-2023_15:29:36,17.0,68.6,121.11369914853358
03-23-2023_15:29:47,17.0,68.7,128.1264131595813
03-23-2023_15:29:57,17.0,68.6,127.61639759514146
03-23-2023_15:30:08,17.0,68.6,127.93515732291635
03-23-2023_15:30:18,17.0,68.6,127.06388073366499
03-23-2023_15:30:29,17.0,68.7,125.51258339182715
03-23-2023_15:30:39,17.0,68.7,125.13007171849728
03-23-2023_15:30:50,17.0,68.8,126.00134830774864
03-23-2023_15:31:00,17.0,68.8,126.83012359996339
03-23-2023_15:31:11,17.0,68.9,126.66011841181677
03-23-2023_15:31:22,17.0,68.9,98.26925199133277
03-23-2023_15:31:35,17.0,69.0,80.35495529038363
03-23-2023_15:31:45,17.0,69.0,79.33492416150396
03-23-2023_15:31:56,17.0,69.0,79.4411774040956
03-23-2023_15:32:06,17.0,69.0,122.21873287148657
03-23-2023_15:32:19,17.0,69.0,128.40267159031953
03-23-2023_15:32:30,17.0,69.1,89.25897701956237
03-23-2023_15:32:40,16.9,69.1,80.22745139927366
03-23-2023_15:32:51,17.0,69.3,126.74512100589008
03-23-2023_15:33:09,17.0,69.3,124.59880550553912
03-23-2023_15:33:20,17.0,69.0,103.87942320017092
03-23-2023_15:33:30,17.0,69.0,89.81149388103884
03-23-2023_15:33:41,17.0,69.0,80.43995788445693
03-23-2023_15:33:51,16.9,69.0,79.63243324076053
03-23-2023_15:34:02,17.0,69.2,79.31367351298563
03-23-2023_15:34:12,17.0,69.3,79.52617999816889
03-23-2023_15:34:23,17.0,69.4,103.13565050202949
03-23-2023_15:34:34,16.9,69.5,128.29641834772792
03-23-2023_15:34:44,16.9,69.6,127.68014954069645
03-23-2023_15:34:55,17.0,69.7,126.5326145207068
03-23-2023_15:35:05,16.9,69.7,127.27638721884823
03-23-2023_15:35:16,16.9,69.8,127.87140537736137
03-23-2023_15:35:26,16.9,69.9,128.42392223883786
03-23-2023_15:35:37,16.9,69.8,117.47983825189979
03-23-2023_15:35:47,16.9,69.8,88.32394848475602
03-23-2023_15:35:58,16.9,69.8,102.32812585833308
03-23-2023_15:36:08,16.9,70.0,127.0851313821833
03-23-2023_15:36:19,16.9,70.1,124.76881069368574
03-23-2023_15:36:32,16.9,70.1,112.01842158268991
03-23-2023_15:36:43,16.9,70.1,112.97470076601458
03-23-2023_15:36:53,16.9,70.1,117.22483046967987
03-23-2023_15:37:04,16.9,70.1,80.8224695577868
03-23-2023_15:37:14,16.9,70.1,81.11997863704337
03-23-2023_15:37:25,16.9,70.1,127.06388073366499
03-23-2023_15:37:35,16.9,70.1,127.25513657032991
03-23-2023_15:37:46,16.9,70.1,128.5301754814295
03-23-2023_15:37:56,16.9,70.1,128.2114157536546
03-23-2023_15:38:07,16.9,70.1,126.46886257515185
03-23-2023_15:38:20,16.9,70.1,94.2741300698874
03-23-2023_15:38:31,16.9,70.1,126.42636127811518
03-23-2023_15:38:46,16.9,70.1,93.27534958952604
03-23-2023_15:38:57,16.9,70.1,78.8886605426191
03-23-2023_15:39:07,16.9,70.1,80.18495010223701
03-23-2023_15:39:18,16.9,70.1,102.07311807611318
03-23-2023_15:39:28,16.9,70.1,82.43751884517961
03-23-2023_15:39:39,16.9,70.1,78.8886605426191
03-23-2023_15:39:50,16.9,70.1,109.65959959715568
03-23-2023_15:40:00,16.8,70.0,106.87576464125492
03-23-2023_15:40:11,16.9,70.1,89.04647053437911
03-23-2023_15:40:21,16.9,70.3,80.6524643696402
03-23-2023_15:40:34,16.9,70.3,87.94143681142612
03-23-2023_15:40:45,16.9,70.2,80.31245399334698
03-23-2023_15:41:00,16.9,70.3,80.0149449140904
03-23-2023_15:41:11,16.9,70.4,79.37742545854061
03-23-2023_15:41:21,16.9,70.4,80.33370464186531
03-23-2023_15:41:32,16.9,70.4,78.35739432966095
03-23-2023_15:41:45,16.9,70.5,80.6524643696402
03-23-2023_15:41:56,16.9,70.5,113.14470595416121
03-23-2023_15:42:06,16.9,70.6,124.04628864406264
03-23-2023_15:42:17,16.9,70.7,129.06144169438767
03-23-2023_15:42:30,16.9,70.6,129.16769493697927
03-23-2023_15:42:40,16.9,70.7,78.37864497817928
03-23-2023_15:42:53,16.9,70.7,128.82768456068607
03-23-2023_15:43:07,16.9,70.7,129.1889455854976
03-23-2023_15:43:17,16.9,70.6,129.3589507736442
03-23-2023_15:43:28,16.9,70.6,128.74268196661274
03-23-2023_15:43:38,16.9,70.6,129.38020142216254
03-23-2023_15:43:49,16.9,70.5,129.1889455854976
03-23-2023_15:43:59,16.9,70.6,122.81375102999971
03-23-2023_15:44:10,16.9,70.7,81.09872798852506
03-23-2023_15:44:20,16.9,70.6,128.97643910031437
03-23-2023_15:44:31,16.9,70.7,127.82890408032472
03-23-2023_15:44:41,16.9,70.8,123.49377178258615
03-23-2023_15:44:52,16.9,70.5,78.3998956266976
03-23-2023_15:45:05,16.8,70.1,81.31123447370831
03-23-2023_15:45:21,16.8,70.2,127.74390148625143
03-23-2023_15:45:31,16.8,70.0,129.40145207068088
03-23-2023_15:45:42,16.8,70.1,129.44395336771754
03-23-2023_15:45:55,16.8,70.0,90.32150944547868
03-23-2023_15:46:05,16.8,70.0,81.97000457777642
03-23-2023_15:46:16,16.7,70.1,83.41504867702263
03-23-2023_15:46:29,16.8,70.2,120.92244331186865
03-23-2023_15:46:40,16.7,70.3,126.1926041444136
03-23-2023_15:46:50,16.7,70.5,125.10882106997894
03-23-2023_15:47:01,16.8,70.4,116.56606036561176
03-23-2023_15:47:11,16.8,70.4,128.59392742698446
03-23-2023_15:47:22,16.7,70.4,128.97643910031437
03-23-2023_15:47:37,16.7,70.5,128.2751676992096
03-23-2023_15:47:50,16.7,70.5,128.42392223883786
03-23-2023_15:48:01,16.7,70.6,94.78414563432725
03-23-2023_15:48:12,16.7,70.7,128.82768456068607
03-23-2023_15:48:22,16.7,70.6,84.6900875881222
03-23-2023_15:48:33,16.7,70.7,126.97887813959167
03-23-2023_15:48:43,16.7,70.8,80.9074721518601
03-23-2023_15:48:54,16.7,70.9,94.97540147099217
03-23-2023_15:49:04,16.7,70.9,79.75993713187049
03-23-2023_15:49:15,16.7,70.9,83.22379284035767
03-23-2023_15:49:25,16.7,70.9,93.44535477767268
03-23-2023_15:49:36,16.7,70.8,129.16769493697927
03-23-2023_15:49:46,16.7,70.7,82.37376689962464
03-23-2023_15:49:57,16.7,70.7,90.32150944547868
03-23-2023_15:50:07,16.7,70.7,129.3589507736442
03-23-2023_15:50:18,16.6,70.7,113.16595660267954
03-23-2023_15:50:29,16.7,70.9,104.81445173497727
03-23-2023_15:50:39,16.7,70.9,111.99717093417158
